Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Quản Lý Tòa Nhà_Property Management Manager,Công Ty Cổ Phần Tập Đoàn Masterise,Thương lượng,"The Centric Hải Phòng, đô thị mới, Khu đô thị bắc sông Cấm, Thủy Nguyên, Hải Phòng, Việt Nam, Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh",,2025-05-15,Bất Động Sản,Bất Động Sản/Cho thuê,3,Trung cấp,1,08:30 - 17:30,Trưởng phòng,"Leadership, Lên Kế Hoạch",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Bất Động Sản, Cho Thuê & Quản Lý Căn Hộ, Bất Động Sản/Cho thuê, Leadership, Lên Kế Hoạch, Công Ty Cổ Phần Tập Đoàn Masterise, Hải Phòng",Cho Thuê & Quản Lý Căn Hộ,0,100
Nhân Viên Sản Xuất,"Bando Manufacturing (Viet Nam) Co.,Ltd",Thương lượng,"KCN Thăng Long II, Hưng Yên, M-6 Plot, Thang Long II Industrial Park, Di Su Ward, My Hao Town, Hung Yen Province, Vietnam","• Tốt nghiệp Cao đẳng/ Đại học
• Giới tính: Nam, Nữ
• Tuổi từ 25-32
• Có ngoại ngữ tiếng Anh/ Nhật là một lợi thế
• Có năng lực phân tích và giải quyết vấn đề.
• Hiểu biết về ISO
• Có tinh thần học hỏi để đào tạo lên quản lý cấp cao hơn.",2025-05-15,Sản Xuất,Sản xuất,1,Cao đẳng,1,08:00 - 17:00,Nhân viên,"Giải Quyết Vấn Đề, Sản xuất, Sản xuất, Sản xuất, Sản xuất, Thẩm Định Vấn Đề, Tiếng Anh, Hiểu Biết Về Iso",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Giải Quyết Vấn Đề, Sản xuất, Sản xuất, Sản xuất, Sản xuất, Thẩm Định Vấn Đề, Tiếng Anh, Hiểu Biết Về Iso, Bando Manufacturing (Viet Nam) Co.,Ltd, Hưng Yên",Hoạch Định & Quản Lý Sản Xuất,25,32
Scrum Master,Ban Vien Company,Thương lượng,"Quận 7, TPHCM, Thủ Đức, Ho Chi Minh City, Vietnam, Ban Vien Tower, 54-56-58 Street 2, Van Phuc Residences, Hiep Binh Phuoc Ward, Thu Duc City, Ho Chi Minh City, Vietnam",,2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,5,,,,Nhân viên,"Azure, Data Analysis, Project Management, Scrum Master, Scrum",Tiếng Anh,Không hiển thị,,,,"Công Nghệ Thông Tin/Viễn Thông, Quản Lý Dự Án Công Nghệ, Phần Mềm CNTT/Dịch vụ Phần mềm, Azure, Data Analysis, Project Management, Scrum Master, Scrum, Ban Vien Company, Hồ Chí Minh",Quản Lý Dự Án Công Nghệ,0,100
Trưởng Phòng Kinh Doanh,Công ty TNHH Thương mại và Dịch vụ ChungAuto Việt Nam,25tr-35tr ₫/tháng,"Số 37 ngõ 129 Thiên Hiền, Mỹ Đình 1, Nam Từ Liêm, Hà Nội, Số 28 ngõ Simco, đường Phạm Hùng, Nam Từ Liêm, Hà Nội","• Tốt nghiệp Cao đẳng, đại học chuyên ngành kinh doanh, marketing và các chuyên ngành liên quan;
• Có kinh nghiệm từ 02 năm trở lên ở vị trí tương đương;
• Có kiến thức thực tiễn về kinh doanh, am hiểu về thị trường nội thất ô tô là một lợi thế;
• Có khả năng tự lái xe ô tô là một ưu thế;
• Kỹ năng giao tiếp, đàm phán, thuyết trình, thương lượng;
• Kỹ năng lập kế hoạch, chiến lược;
• Kỹ năng quản lý thời gian; phân tích và giải quyết vấn đề;
• Kỹ năng làm việc đội nhóm; kỹ năng đào tạo và huấn luyện nhân sự;
• Kỹ năng quản lý lãnh đạo, quản trị rủi ro;
QUYỀN LỢI:
Tổng thu nhập 25,000,000 vnđ – 35,000,000 vnđ (Trao đổi trực tiếp khi phỏng vấn).
- Ăn trưa: 30.000 vnđ/ ngày;
- Thưởng chuyên cần, thưởng cống hiến, thưởng Tết, lương tháng 13….
- Du lịch, team building, nghỉ mát mỗi năm 02 lần;
- Chính sách BHXH, phúc lợi, nghỉ phép, nghỉ lễ theo quy định của nhà nước và
của Công ty.
Chế độ thử việc
- Thời gian thử việc: 02 tháng;
- Lương thử việc: 85% lương cứng.
Thời gian làm việc : Fulltime
- Buổi sáng: 08h30 – 12h00;
- Buổi chiều: 13h00 – 17h30.",2025-05-15,Kinh Doanh,Bán lẻ/Bán sỉ,2,Cao đẳng,Không hiển thị,08:30 - 17:30,Trưởng phòng,"Chiến Lược Kinh Doanh, Lãnh Đạo, Phát Triển Khách Hàng, Quản Lý Đội Ngũ, Tìm Kiếm Thị Trường",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng Kỹ Thuật, Bán lẻ/Bán sỉ, Chiến Lược Kinh Doanh, Lãnh Đạo, Phát Triển Khách Hàng, Quản Lý Đội Ngũ, Tìm Kiếm Thị Trường, Công ty TNHH Thương mại và Dịch vụ ChungAuto Việt Nam, Hà Nội",Bán Hàng Kỹ Thuật,0,100
Chuyên Viên Quản Lý Thương Hiệu (Nam),Công ty cổ phần Lux Decor Việt Nam,12tr-18tr ₫/tháng,"Số 108 Đường Khuất Duy Tiến, P.Nhân Chính, Q.Thanh Xuân, TP.Hà Nội, Số 108 đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội","• Trình độ chuyên môn: Tốt nghiệp Đại học và cao đẳng liên quan đến các ngành Marketing, PR, Truyền thông, báo chí, khoa học xã hội, quản trị kinh doanh…
• Chỉ tuyển Nam;
• Kinh nghiệm ít nhất 2 năm về xây dựng quản trị thương hiệu và marketing offline;",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Bán lẻ/Bán sỉ,2,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Marketing Development, Brand Management, Event Organizing, Event Organizing, Event Organizing, Marketing, PR",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Bán lẻ/Bán sỉ, Marketing Development, Brand Management, Event Organizing, Event Organizing, Event Organizing, Marketing, PR, Công ty cổ phần Lux Decor Việt Nam, Hà Nội",Tiếp Thị,0,100
Kỹ Sư Địa Chất Mỏ (Mỏ Khai Thác Khoáng Sản),Cong TY Co Phan Khoang San Thuan Phong,10tr-30tr ₫/tháng,"Số 47 đường số 5, KP5, phường An Phú, TP Thủ Đức, TPHCM, Số 47 đường số 5, KP5, phường An Phú, TP Thủ Đức, TPHCM","YÊU CẦU CÔNG VIỆC
Trình độ: Tốt nghiệp Cao đẳng/Đại học chuyên ngành Địa chất, Mỏ, Kỹ thuật khoáng sản,…
Kinh nghiệm: Công ty có thể đào tạo. Ưu tiên đã có kinh nghiệm trong lĩnh vực khai thác khoáng sản đặc biệt mỏ cát, đá,...
Kỹ năng:
oLập kế hoạch, quản lý dự án, tính toán khối lượng, kiểm soát chất lượng.",2025-05-15,Khoa Học & Kỹ Thuật,Khai khoáng/Dầu khí,1,Không giới hạn,Không hiển thị,,Nhân viên,"Địa Chất Công Trình, Khai Thác Mỏ, Giám Sát Khai Thác Mỏ, Quản Lý Dự Án, Khai Thác Khoáng Sản",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Khai Thác Mỏ, Khai khoáng/Dầu khí, Địa Chất Công Trình, Khai Thác Mỏ, Giám Sát Khai Thác Mỏ, Quản Lý Dự Án, Khai Thác Khoáng Sản, Cong TY Co Phan Khoang San Thuan Phong, Hồ Chí Minh",Khai Thác Mỏ,0,100
Chuyên Viên Vận Hành Tiktok Kol/Koc,TK CONNECTION,4tr-18tr ₫/tháng,"Landmark Plus, Vinhomes Central Park, Phường 22, Bình Thạnh, Ho Chi Minh City, Vietnam","Kinh nghiệm: Tối thiểu 6 tháng làm việc tại công ty MCN hoặc công ty quản lý KOLs, am hiểu hệ sinh thái KOLs tại Việt Nam (Bắt buộc có case study thực tế).
Kỹ năng chuyên môn: Thành thạo thuật toán TikTok, cập nhật xu hướng nội dung mới nhất, đánh giá được giá trị thương mại của KOLs.",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Nghệ thuật/Giải trí,1,Trung cấp,5,9:00 - 18:00,Nhân viên,"Kol Management, Tiktok Ads, English, Kol/Koc, social media",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Trực Tuyến, Nghệ thuật/Giải trí, Kol Management, Tiktok Ads, English, Kol/Koc, social media, TK CONNECTION, Hồ Chí Minh",Tiếp Thị Trực Tuyến,20,30
Manufacturing Engineering Engineer (SMT),Fushan Technology Vietnam,Thương lượng,"Số 8, đường 6, KCN Vsip xã Phù Chẩn,Từ Sơn, Bắc Ninh, Hà Nội, Việt Nam, Bắc Giang, Việt Nam, No. 8, Street 6, VSIP Bac Ninh Services, Urban and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province.","1. Educational background: Requires a bachelor's degree in engineering, preferably in Mechanical /Electronic /Material Engineering

2. Experiences:
• At least 5-6 years working experience in Board Assembly/ Process engineer and or NPI engineer in high-density SMT manufacturing with good understanding on manufacturing practices such as control plan and FMEA.
• Board Assembly Process /Equipment knowledge, PSPHW / PWB Design,
• PFMEA, PMP, 6 sigma (DOE , SPC )
• SMT standard (IPC, Jedec)
• Failure Analysis
• Communicating & Documenting in English

3. Skills: Good collaboration and communication skills in English, IT skills (MS Office).

Benefits:
- Salary: Attractive salary
- Bonus: 13th Month salary
- KPI bonus up to 2 months
- Yearly promotion and Internal hiring
- Bus: Pick up bus from Hanoi, Bac Ninh, Bac Giang, Hung Yen
- Annual leave: 13 days/ year
- Paid leave: 4 days/ year
- Training: Training program internal and external
- Online training system
- Healthcare: Insurance as law requirements
- Premium Healthcare Program for employees & their family
- Travel opportunities To China, India, USA
- Team Activities: Team building 2 times/ Year
- Working environment: Muntinational company using English, Chinese for daily communication
- Trust and Respecting people",2025-05-15,Khoa Học & Kỹ Thuật,Điện/Điện tử,5,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Board Assembly Process, NPI Engineer, Manufacturing Operations, Failure Analysis, Engineering",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Điện/Điện tử, Board Assembly Process, NPI Engineer, Manufacturing Operations, Failure Analysis, Engineering, Fushan Technology Vietnam, Bắc Ninh, Hà Nội, Bắc Giang",Cơ Khí & Điện Lạnh,0,100
Material Project Management Specialist,Fushan Technology Vietnam,Thương lượng,"Số 8, đường 6, KCN Vsip xã Phù Chẩn,Từ Sơn, Bắc Ninh, Hà Nội, Việt Nam, Bắc Giang, Việt Nam, No. 8, Street 6, VSIP Bac Ninh Services, Urban and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province.","Bachelor Degree
• Typically, 2 – 4 years in supply change managements (2 years in MPM or MC).
• Understand supply chain; able to work with many parties at the same time to drive the supply;
• Highly analytical skills, able to deal with large and complex data.
• Fluent written and spoken English; Chinese.
• Good at Excel; knowing Power BI/VBA is an advantage.
• Familiar with SAP is an advantage
• Good logical thinking and data analytics; able to analyze complex problems of supply chain.

Benefits
- Salary: Attractive salary
- Bonus: 13th Month salary
- KPI bonus up to 2 months
- Yearly promotion and Internal hiring
- Bus: Pick up bus from Hanoi, Bac Ninh, Bac Giang, Hung Yen
- Annual leave: 13 days/ year
- Paid leave: 4 days/ year
- Training: Training program internal and external
- Online training system
- Healthcare: Insurance as law requirements
- Premium Healthcare Program for employees & their family
- Travel opportunities To China, India, USA
- Team Activities: Team building 2 times/ Year
- Working environment: Muntinational company using English, Chinese for daily communication
- Trust and Respecting people",2025-05-15,Kiến Trúc/Xây Dựng,Điện/Điện tử,2,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Project Management, Supply Chain Management, Data Analytics, Material Control, English Fluency",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Điện/Điện tử, Project Management, Supply Chain Management, Data Analytics, Material Control, English Fluency, Fushan Technology Vietnam, Bắc Ninh, Hà Nội, Bắc Giang",Phát Triển Dự Án/Đấu Thầu,0,100
Vũng Tàu - Giám Đốc Quan Hệ Khách Hàng Cá Nhân,Ngân Hàng TMCP Á Châu (ACB),Thương lượng,"Vũng Tàu, Ba Ria - Vung Tau, Vietnam, 442 Nguyễn Thị Minh Khai, Phuờng 5, Quận 3, Thành phố Hồ Chí Minh","Trình độ học vấn:
• Tốt nghiệp Đại học trở lên các chuyên ngành Kinh tế, Tài chính, Ngân hàng, Quản trị kinh doanh, Ngoại thương, Marketing...
Phẩm chất và kỹ năng cần có:
• Trung thực, chủ động và khả năng chịu được áp lực trong công việc.
• Có kiến thức cơ bản về Tài chính – Ngân hàng.
• Kỹ năng giao tiếp, bán hàng và giải quyết vấn đề tốt.
• Kỹ năng đàm phán và thuyết phục tốt.",2025-05-15,Ngân Hàng & Dịch Vụ Tài Chính,Ngân hàng,1,Cử nhân,Không hiển thị,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Kinh Doanh, Quan Hệ Khách Hàng, Thẩm Định Rủi Ro Tín Dụng, Tìm Kiếm Khách Hàng, Tư Vấn Khách Hàng",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Quản Lý Quan Hệ Khách Hàng, Ngân hàng, Kinh Doanh, Quan Hệ Khách Hàng, Thẩm Định Rủi Ro Tín Dụng, Tìm Kiếm Khách Hàng, Tư Vấn Khách Hàng, Ngân Hàng TMCP Á Châu (ACB), Bà Rịa - Vũng Tàu",Quản Lý Quan Hệ Khách Hàng,0,100
IT Solutions Analyst,Chi Nhánh Phân Phối Miền Bắc – CÔNG TY TNHH Đầu Tư & Thương Mại Thiên Hải,Thương lượng,"Hà Nội, Việt Nam, Số 82 Ngõ 203, Hoàng Quốc Việt, Cầu Giấy, Hà Nội","1. Education: University Degree in Computer or Technical Science or strong IT background

2. Work Experience:
a. 2+ years’ experience in the IT discipline.
b. Preferred background of employment experience multinational companies.
c. Good working knowledge of business and related processes in FMCG industry
d. Fluent oral and written English

3. Functional Skills:
a. Experience in at least 2 of the following new technology trends:
*Mobile applications development
*Cloud SAAS solutions
*Digital route to market
*New generation Business Intelligence solutions (Tableau, Qlik, MS Power BI, Tibco, Spotfire, etc.)
b. Business requirements analysis
c. Exposure to solutions design and architecture (business applications and IT infrastructure) including, but not limited to, interface design, capacity planning and scalability
d. Project implementation and administration support
e. Exposure to supplier management

4. Soft skills
a. Acts with a sense of urgency and clear understanding of priorities and strategic importance
b. Can work independently with minimum supervision, but ensures clear understanding of expected outcome; highly organized, proven self-starter
c. Also team-oriented, and able to network and establish good connections
d. Creative, innovative, enterprising, ability to think outside the box and challenge the status quo
e. Proactive, eager to learn and keep pace with business and technological trends
f. Able to work under pressure and to think on his/her feet
g. Detail-oriented but able to see the big picture
h. Communicates effectively
i. Goal-oriented, high level of commitment
j. Customer service-oriented",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Hàng tiêu dùng,2,Cử nhân,Không hiển thị,,Nhân viên,"Tableau, SaaS, Qlik, Business Analysis, Business Intelligence",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Phân Tích Kinh Doanh/Phân Tích Hệ Thống, Hàng tiêu dùng, Tableau, SaaS, Qlik, Business Analysis, Business Intelligence, Chi Nhánh Phân Phối Miền Bắc – CÔNG TY TNHH Đầu Tư & Thương Mại Thiên Hải, Hà Nội",Phân Tích Kinh Doanh/Phân Tích Hệ Thống,0,100
Technical Project Management,Fushan Technology Vietnam,"$ 500-1,000 /tháng","No 8, street 6, VSIP Bac Ninh, Phu Chan, Tu Son ,Bac Ninh, Bac Giang, Hà Nội, No. 8, Street 6, VSIP Bac Ninh Services, Urban and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province.","1. QUALIFICATIONS AND EDUCATION REQUIREMENTS:
• University degree, majoring in any engineering fields.",2025-05-15,Sản Xuất,Điện/Điện tử,2,Cử nhân,1,09:00 - 18:00,Nhân viên,"Communication Skills, Interpersonal Skills, Problem Solving, Project Management",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Sản Xuất, Quy Trình & Lắp Ráp, Điện/Điện tử, Communication Skills, Interpersonal Skills, Problem Solving, Project Management, Fushan Technology Vietnam, Bắc Ninh, Bắc Giang, Hà Nội",Quy Trình & Lắp Ráp,25,40
Nhân Viên Kế Toán Thanh Toán,CÔNG TY CỔ PHẦN CHUNIL VINA,Thương lượng,"67 Mai Chí Thọ, TP. Thủ Đức, TP. HCM","• Độ tuổi: 25-35
• Kinh nghiệm: it nhất 2 năm kinh nghiệm
• Ưu tiên ứng viên có thể đi làm ngay và từng có kinh nghiệm làm việc theo team
• Cẩn thận, tỉ mỉ, có trách nhiệm trong công việc
• Ưu tiên ứng viên biết tiếng Anh hoặc tiếng Hàn
• Có kinh nghiệm sử dụng phần mềm kế toán là lợi thế",2025-05-15,Kế Toán/Kiểm Toán,Vận tải,2,Không giới hạn,Không hiển thị,08:00 - 17:00,Nhân viên,"Kế Toán, Quản Lý Công Nợ, Phần mềm kế toán, Tiếng Anh, Tiếng Hàn",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Thanh Toán, Vận tải, Kế Toán, Quản Lý Công Nợ, Phần mềm kế toán, Tiếng Anh, Tiếng Hàn, CÔNG TY CỔ PHẦN CHUNIL VINA, Hồ Chí Minh",Kế Toán Thanh Toán,25,35
Non-Life Insurance Sales/ Marketing Executive,United Insurance Company Of Vietnam,Thương lượng,"16F, Vincom Center, 72 Le Thanh Ton, District 1, HCMC, 11F, Hanoi Tung Shing Square, 2 Ngo Quyen, Hoan Kiem, Hanoi","• University graduate in relevant disciplines, preferably in Foreign Trade, Economics, Insurance.
• Experience in sales, customer services, preferably in non - life insurance / Fresh can be trained.
• Capable of working proactively, pleasant, presentable, team player, well organized, client focused and result oriented.
• Strong communication, negotiation and interpersonal skills.
• Ability to check things in detail and in a timely matter.
• Good command of both written and verbal English.
• Computer literate with common Office packages.

***Benefits (What’s it for you);
• Opportunity to learn and develop in a professional and multi-national organization.
• Competitive compensation and benefit packages.
• Voluntary Healthcare Insurance Scheme.
• Pleasant, caring, and motivating working environment.
• Live in an inspired & motivated team with so many meaningful activities.

For further information, you can reach out us here: https://uic.vn/en/

Our Office Address:
• Head Office, Hanoi Tung Shing Square, 2 Ngo Quyen, Hoan Kiem district, Hanoi
• Ho Chi Minh City Branch, 16F, Vincom Center, 72 Le Thanh Ton Str., District 1, HCM City",2025-05-15,Kinh Doanh,Bảo hiểm,2,Cử nhân,Không hiển thị,,Nhân viên,"English, Customer Service, Sales & Marketing, Non-life Insurance, Client Consulting",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bảo hiểm, English, Customer Service, Sales & Marketing, Non-life Insurance, Client Consulting, United Insurance Company Of Vietnam, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100
Quản Lý Giao Dịch (Capital Markets Manager),Tập Đoàn Vingroup - Công Ty Cổ phần Vincom Retail,"$ 1,500-2,000 /tháng","Tòa nhà văn phòng Symphony, phố Chu Huy Mân, phường Phúc Lợi, Văn phòng Vinhomes Symphony - đường Chu Huy Mân, Long Biên, Hà Nội","1. Trình độ học vấn: Tốt nghiệp đại học trở lên chuyên ngành Tài chính, Đầu tư, Kinh tế hoặc các ngành liên quan. Ưu tiên có CFA, ACCA, MBA.
2. Kinh nghiệm: Tối thiểu 5 năm kinh nghiệm trong lĩnh vực tài chính doanh nghiệp, đầu tư, ngân hàng đầu tư, định giá tài sản hoặc thị trường vốn.
3. Kỹ năng chuyên môn:
• Xuất sắc về Excel và PowerPoint; có kinh nghiệm lập financial model phức tạp, có khả năng lập và tự động hóa mô hình tài chính bằng VBA hoặc các công cụ hỗ trợ (i.e. PowerApps).
• Có kinh nghiệm định giá bất động sản thương mại, làm các giao dịch thị trường vốn. Hiểu được tác động của các yếu tố thương mại, pháp lý tới giá trị định giá.
• Khả năng làm việc với dữ liệu lớn, phân tích định lượng tốt.
4. Kỹ năng khác:
• Có khả năng bao quát và làm chủ công việc, đồng thời mạnh các kĩ năng cứng về Excel, Powerpoint, Word.
• Kỹ năng giao tiếp và trình bày tốt bằng cả tiếng Việt và tiếng Anh.
• Khả năng làm việc độc lập và phối hợp nhóm hiệu quả.
• Có tư duy thương mại và tư duy logic tốt, chủ động và chịu áp lực cao.",2025-05-15,Bất Động Sản,Bất Động Sản/Cho thuê,5,Cử nhân,1,9:00 - 18:00,Nhân viên,"Communication Skills, Excel Skills, Financial Modeling, Quantitative Analysis, Real Estate Valuation",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Bất Động Sản, Kinh Doanh Thương Mại, Cho Thuê & Quản Lý Tài Sản, Bất Động Sản/Cho thuê, Communication Skills, Excel Skills, Financial Modeling, Quantitative Analysis, Real Estate Valuation, Tập Đoàn Vingroup - Công Ty Cổ phần Vincom Retail, Hà Nội","Kinh Doanh Thương Mại, Cho Thuê & Quản Lý Tài Sản",28,40
Human Resources Business Partner (HRBP),MISA Jointstock Company,"$ 1,000-1,500 /tháng","Tòa nhà MISA Lô 5, Công viên Phần mềm Quang Trung, Số 49 Tô Ký, phường Tân Chánh Hiệp, Tầng 9, tòa nhà Technosoft, phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội",,2025-05-15,Nhân Sự/Tuyển Dụng,Giáo dục/Đào Tạo,3,Cử nhân,1,08:00 - 17:30,Nhân viên,"HR Business Partner, HR Engagement, HRBP, Performance Management, Quản Trị Nhân Sự",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Giáo dục/Đào Tạo, HR Business Partner, HR Engagement, HRBP, Performance Management, Quản Trị Nhân Sự, MISA Jointstock Company, Hồ Chí Minh",Nhân Sự Tổng Hợp,24,35
Mechanical Design Engineer,Vinfast TRADING AND Production JSC,Thương lượng,"Symphony Building, Chu Huy Man Street, Long Bien District, Hanoi, Symphony Building, Chu Huy Man Street, Hanoi, Vietnam","1. Bachelor's degree or above in Mechanical Engineering or related field.
2. Minimum of 2 years of industrial product and manufacturing design experience, preferably in the automotive industry.
3. Experience with CAD software, such as Catia, NX, SolidWorks, AutoCAD, or similar. Experience in PLM is an advantage.
4. Strong understanding of mechanical principles, materials, and manufacturing processes.
5. Good problem-solving skills and attention to detail.
6. Good communication in English
7. Effective communication and interpersonal skills, with the ability to collaborate effectively in a team environment.
8. Ability to work independently and manage multiple tasks simultaneously in a fast-paced environment.
9. Prior experience with electric vehicle design, battery systems, and powertrain components is a plus.",2025-05-15,Khoa Học & Kỹ Thuật,Ô tô,0,Không giới hạn,Không hiển thị,,Nhân viên,"Mechanical Design, English, CAD, BOM",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Ô Tô, Ô tô, Mechanical Design, English, CAD, BOM, Vinfast TRADING AND Production JSC, Hà Nội",Kỹ Thuật Ô Tô,0,100
Logistics Senior Supervisor - Quản Lý Kho Vận,Kho Yên Nghĩa - Phú Thái Group,Thương lượng,"46 Đường Quyết Thắng, Yên Nghĩa, Hà Đông, Hanoi, Vietnam, 18F - HCO building, 44B - Ly Thuong Kiet, Ha Noi, Vietnam.",,2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Hậu cần/Giao nhận,5,Cử nhân,Không hiển thị,,Trưởng phòng,"Logistics, Quản Lý Hậu Cần, Quản lý kho vận, MS Office, Quản Lý Giao Nhận",Tiếng Anh,Không hiển thị,Nam,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Vận Tải/Giao Nhận Hàng Hóa, Hậu cần/Giao nhận, Logistics, Quản Lý Hậu Cần, Quản lý kho vận, MS Office, Quản Lý Giao Nhận, Kho Yên Nghĩa - Phú Thái Group, Hà Nội",Vận Tải/Giao Nhận Hàng Hóa,30,45
Security Engineer (English Speaking),MiTek Việt Nam,Thương lượng,"A5 Building, Parcel A5, E-Office Park, Sang Tao Street, Tan Thuan EPZ, Tan Thuan Dong ward, Distric, Tòa nhà A5, lô số A5, khu E-Office, đường Sáng Tạo, KCX Tân Thuận, P. Tân Thuận Đông, Q.7, TP.HCM.","SKILLS & ABILITIES
Must have: Excellent fluency in English, both written and verbal (~ IELTS 6.5-7.0 or CEFT B2).
• Bachelor’s degree, or equivalent experience.
• Experience in Cybersecurity Operations.
• Functional Networking knowledge preferred.
• IT Functional Windows/Linux Administration & Hardening experience preferred.
Computer Skills:
• Hand on experience with: SIEM, Anti-Malware/Endpoint Protection, Active Directory,
IDS/IPS/Firewall, RegeX, Python, PowerShell, Email Security (DMARC, D-KIM, SPF) are highly
desirable.
Other Requirements:
• Must be self-motivated, team oriented and possess strong communication, interpersonal, and
organizational skills.
• The candidate should be detail oriented, and self-motivated with a demonstrated ability to
problem solve.
• Having a strong sense of urgency and commitment to quality customer service is required.",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Kỹ thuật xây dựng/Cơ sở hạ tầng,0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Cybersecurity, SIEM, Active Directory",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Bảo Mật Công Nghệ Thông Tin, Kỹ thuật xây dựng/Cơ sở hạ tầng, Cybersecurity, SIEM, Active Directory, MiTek Việt Nam, Hồ Chí Minh",Bảo Mật Công Nghệ Thông Tin,0,100
