Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Kỹ Sư Thiết Kế Cơ Điện,"Vietnam Total Design & Construction Co.,ltd",15tr-20tr ₫/tháng,"Phòng 206, Tòa nhà City View, 12 Mạc Đĩnh Chi, P Đa Kao, Q1, HCM, Phòng 206, Tòa nhà City View, 12 Mạc Đĩnh Chi, P Đa Kao, Q1, HCM","• Tốt nghiệp đại học
• Phần mềm: Ms Offices, Autocad, Project. Ưu tiên biết sử dụng Revit để lập bản vẽ 3D
• Tiếng anh giao tiếp: Có thể giao tiếp tiếng Anh hoặc tiếng Nhật là một lợi thế
• Ưu tiên có kinh nghiệm làm việc cho nhà thầu Nhật Bản",2025-05-16,Khoa Học & Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,3,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"AutoCAD, MS Project, Revit, Dự Toán Dự Thầu, Thiết Kế Cơ Điện",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Kỹ thuật xây dựng/Cơ sở hạ tầng, AutoCAD, MS Project, Revit, Dự Toán Dự Thầu, Thiết Kế Cơ Điện, Vietnam Total Design & Construction Co.,ltd, Hồ Chí Minh",Cơ Khí & Điện Lạnh,0,100
Nhân Viên Phiên Dịch Tiếng Hàn Quốc (Lương Gross: 18 -28Tr/tháng),CÔNG TY TNHH TK P&s VINA (Long Thành - Đồng Nai),"$ 700-1,100 /tháng","Lô N1, KCN Lộc an – Bình sơn, xã Long An, Huyện Long Thành, Tỉnh Đồng Nai, LÔ N1, KCN LỘC AN - BÌNH SƠN, XÃ LONG AN, HUYỆN LONG THÀNH, ĐỒNG NAI","- Topik 4/ tương đương
- Ứng viên ở gần công ty hoặc có thể chuyển được chỗ ở gần công ty
- Lương Gross: 18 -28tr/tháng",2025-05-16,Hành Chính Văn Phòng,Sản xuất,0,,,,Nhân viên,"Tiếng Hàn, Phiên Dịch, Biên Phiên Dịch, Translation, Korean Topik 4",Tiếng Hàn Quốc,Không hiển thị,,,,"Hành Chính Văn Phòng, Biên Phiên Dịch, Sản xuất, Tiếng Hàn, Phiên Dịch, Biên Phiên Dịch, Translation, Korean Topik 4, CÔNG TY TNHH TK P&s VINA (Long Thành - Đồng Nai), Đồng Nai",Biên Phiên Dịch,0,100
Assistant Sales Manager For Solvent / Monomers,CLP Industries (Vietnam) Company Limited,Thương lượng,"Unit 808, Floor 8, Giay Viet Plaza,180-182 Ly Chinh Thang Street, Ward 9, Dist 3, Unit 808, Floor 8, Giay Viet Plaza,180-182 Ly Chinh Thang Street, Ward 9, Dist 3, HCMC",,2025-05-16,Kinh Doanh,Hoá chất/Hoá sinh,3,,,,Trưởng phòng,"Chemical Product, Sales Development, Chemical Sales, Sales Kỹ Thuật, Business Development",Tiếng Anh,Không hiển thị,,,,"Kinh Doanh, Bán Hàng Kỹ Thuật, Hoá chất/Hoá sinh, Chemical Product, Sales Development, Chemical Sales, Sales Kỹ Thuật, Business Development, CLP Industries (Vietnam) Company Limited, Hồ Chí Minh",Bán Hàng Kỹ Thuật,0,100
Event Senior Production,Công Ty TNHH Truyền Thông Và Tổ Chức Sự Kiện Pose Communications,Thương lượng,"Lầu 3, Lake View1, 19 Tố Hữu, P. Thủ Thiêm, TP Thủ Đức, TP. HCM, Lầu 3, Lake View1, 19 Tố Hữu, P. Thủ Thiêm, TP Thủ Đức, TP. HCM","• Kinh nghiệm tối thiểu 2 năm với vị trí tương đương tại BTL agency (Event, Activation) với kiến thức trong việc giám sát sản xuất lắp đặt Production, POSM, ATAS, LED, biết đọc bản vẽ, thông hiểu về vật liệu sản xuất và quá trình triển khai thi công dàn dựng chương trình…",2025-05-16,"Tiếp Thị, Quảng Cáo/Truyền Thông",Truyền thông/Báo chí/Quảng cáo,2,Không giới hạn,Không hiển thị,,Nhân viên,"Event Production, Creative Marketing, Event Planning, Tổ Chức Sự Kiện, Đọc bản vẽ",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Quản Lý Sự Kiện, Truyền thông/Báo chí/Quảng cáo, Event Production, Creative Marketing, Event Planning, Tổ Chức Sự Kiện, Đọc bản vẽ, Công Ty TNHH Truyền Thông Và Tổ Chức Sự Kiện Pose Communications, Hồ Chí Minh",Quản Lý Sự Kiện,0,100
Event Planner,Công Ty TNHH Truyền Thông Và Tổ Chức Sự Kiện Pose Communications,Thương lượng,"Lầu 3, Lake View1, 19 Tố Hữu, P. Thủ Thiêm, TP Thủ Đức, TP. HCM, Lầu 3, Lake View1, 19 Tố Hữu, P. Thủ Thiêm, TP Thủ Đức, TP. HCM",,2025-05-16,"Tiếp Thị, Quảng Cáo/Truyền Thông",Truyền thông/Báo chí/Quảng cáo,1,,,,Nhân viên,"Event Production, Brand Activation, Creative Marketing, Event Planning, Tổ Chức Sự Kiện",Tiếng Anh,Không hiển thị,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Quản Lý Sự Kiện, Truyền thông/Báo chí/Quảng cáo, Event Production, Brand Activation, Creative Marketing, Event Planning, Tổ Chức Sự Kiện, Công Ty TNHH Truyền Thông Và Tổ Chức Sự Kiện Pose Communications, Hồ Chí Minh",Quản Lý Sự Kiện,0,100
Member Experience Executive,DREAMPLEX REAL ESTATE INVESTMENT COMPANY LIMITED,8tr-10tr ₫/tháng,"113 Trần Quốc Toản, Võ Thị Sáu, District 3, Ho Chi Minh City, Vietnam, 10th Floor, Miss Ao Dai Building, Nguyễn Trung Ngạn, Bến Nghé, District 1, Ho Chi Minh City, Vietnam","What you need
• Hospitality and guest relations or retail and customer service experience.
• Genuine care for people and want to provide the best experience.
• Easygoing, bubbly, and open with communication.
• Ability to think on your feet, critically and creatively.
• Equal ability to work autonomously and on a team.
• Good time management, priority-setting, and deadline achievement.

What’s in it for you
• The freedom to bring your unique vision to life.
• Working with an inspired team that is creating the future of work in Vietnam.
• Positively impacting thousands of people by giving them a better day at work.
• Opportunity to grow, develop and lead as we grow as a team and company.
• Access to 2 or more social events, workshops or training per week.
• A competitive salary, transportation, and meal allowances, and private health insurance.

#CustomerService #CommunityExecutive #Event #Hospitality #Dreamplex #Coworking",2025-05-16,Dịch Vụ Khách Hàng,Bất Động Sản/Cho thuê,1,Cao đẳng,1,09:00 - 18:00,Nhân viên,"Communication, Customer Service, Engaging People, Hospitality, Time Management",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Dịch Vụ Khách Hàng, Dịch Vụ Khách Hàng, Bất Động Sản/Cho thuê, Communication, Customer Service, Engaging People, Hospitality, Time Management, DREAMPLEX REAL ESTATE INVESTMENT COMPANY LIMITED, Hồ Chí Minh",Dịch Vụ Khách Hàng,22,28
QA Specialist,I. Schroeder KG (GmbH & Co),Thương lượng,"H Office - 215 B3 Nguyễn Văn Hưởng, phường Thảo Điền, Thành phố Thủ Đức, TP. HCM, H Office Building, 3rd Floor, 215 B3 Nguyen Van Huong, Thao Dien Ward, Thu Duc City, Ho Chi Minh City, Vietnam","• Bachelor’s degree in a relevant field such as Food Technology, Quality Management, or related disciplines.",2025-05-16,Công Nghệ Thông Tin/Viễn Thông,Nhập khẩu/Xuất khẩu,3,,,,Nhân viên,"Quality Management System, HACCP, Food Technology, Quality Assurance, QA/ QC",Tiếng Anh,Không hiển thị,,,,"Công Nghệ Thông Tin/Viễn Thông, QA/QC/Software Testing, Nhập khẩu/Xuất khẩu, Quality Management System, HACCP, Food Technology, Quality Assurance, QA/ QC, I. Schroeder KG (GmbH & Co), Hồ Chí Minh",QA/QC/Software Testing,0,100
Kế Toán Trưởng,Công Ty TNHH Tư Vấn Và Kinh Doanh Nhà Đạt Gia,Thương lượng,"134-136 Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, 2Q Đinh Bộ Lĩnh, Phường 15, Quận Bình Thạnh, TP Hồ Chí Minh","Yêu Cầu Công Việc
• Tốt nghiệp Đại học trở lên chuyên ngành Tài chính, Kế toán, Kiểm toán và các chuyên ngành khác có liên quan.
• Yêu cầu ứng viên có 5 - 7 năm ở vị trí Kế Toán, bắt buộc ít nhất 3 năm ở vị trí Kế Toán Trưởng.
• Yêu cầu kinh nghiệm từng làm ở các Công ty Bất động sản, Vận hành nhà hàng, Resort…
• Ưu tên kinh nghiệm trong việc thiết lập quy trình kiểm soát nội bộ, kiểm soát định mức NVL, kiểm soát quy trình nhập xuất hàng, luân chuyển hàng hóa…
• Đi công tác Bà Rịa Vũng Tàu hàng tuần để xử lý/ điều phối công việc.",2025-05-16,Kế Toán/Kiểm Toán,Bất Động Sản/Cho thuê,3,Cử nhân,Không hiển thị,09:00 - 18:00,Trưởng phòng,"Kế Toán, Kiểm Toán, Tài Chính, Accounting, Accountant",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Bất Động Sản/Cho thuê, Kế Toán, Kiểm Toán, Tài Chính, Accounting, Accountant, Công Ty TNHH Tư Vấn Và Kinh Doanh Nhà Đạt Gia, Hồ Chí Minh",Kế Toán Tổng Hợp,0,100
English-Speaking Sales Executive (Inbound Travel Consultant),Asia Pioneer Travel,"$ 500-2,500 /tháng","18 Yen Ninh, Truc Bach, Ba Dinh, Hanoi, Vietnam, Tầng 4, số 18 Yên Ninh, phường Trúc Bạch, quận Ba Đình, TP Hà Nội","Your Role & Responsibilities:
As a Sales Executive, you will be responsible for selling and designing personalized travel experiences for international clients. Your key tasks include:
✔ Consulting & Sales
• Directly communicate with English-speaking clients (both direct travelers and retail agents) to sell bespoke tours.
• Respond to inquiries with tailored proposals and quotations within 24 hours.
• Follow up with clients proactively to close deals and increase conversions.
✔ Travel Planning & Coordination
• Design customized tour programs and pricing based on clients’ preferences.
• Provide clients with detailed destination insights to enhance their travel experience.
• Collaborate with the Operations & Reservations team to ensure smooth service execution.
• Coordinate with internal departments to resolve any on-ground issues and maintain service quality.
✔ Client Relationship Management
• Build and maintain long-term relationships with clients and travel partners.
• Offer personalized service and expert consultation to enhance customer satisfaction.
• Identify opportunities to up-sell and cross-sell destinations and services.
✔ Process & Financial Management
• Negotiate pricing, confirm bookings, and issue travel documents & invoices.
• Ensure timely client payments and manage related financial transactions.

Who We Are Looking For:
We welcome young, ambitious professionals who are eager to develop their careers in luxury travel sales.
✔ Requirements:
• Vietnamese nationals only.
• Minimum 1 year of experience in inbound travel sales or a related field.
• Bachelor’s degree in Hospitality, Tourism, Business, or a relevant field.
• Fluent in English (spoken & written); other languages are a plus.
• Strong understanding of Western travelers’ expectations and cultural preferences.
• Excellent communication, consulting, and negotiation skills.
• Detail-oriented, proactive, and able to work independently & in teams.
• Ability to handle multiple tasks in a fast-paced, high-energy environment.

What You’ll Gain:
✔ A professional, supportive, and open work environment where your growth matters.
✔ Competitive base salary + performance-based bonuses (quarterly & yearly incentives).
✔ Work-life balance with weekday office hours & off Saturdays and Sunday.
✔ Annual company trips & travel opportunities for site inspections.
✔ Full social & health insurance benefits as per state regulations.
✔ A clear career path with training and mentorship to develop your expertise.",2025-05-16,Kinh Doanh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1,Cử nhân,Không hiển thị,,Nhân viên,"Inbound Sales, English, Client Relationships, Travel Consulting, Negotiation Skills",Tiếng Anh,Người Việt Nam,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Inbound Sales, English, Client Relationships, Travel Consulting, Negotiation Skills, Asia Pioneer Travel, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Kế Toán Trưởng (Thu Nhập Tới 30Tr/ Tháng),Công Ty Cổ Phần Đá Tự Nhiên Vns,22tr-30tr ₫/tháng,"Vinhomes Thăng Long, Khu đô thị Nam An Khánh, An Khánh, Hoài Đức, Hà Nội, Vietnam, Vinhomes Thăng Long ( Khu đô thị Nam An Khánh), Hoài Đức, Hà Nội (ngay cạnh Thiên Đường Bảo Sơn)","- Tốt nghiệp đại học chuyên ngành Kế toán, Tài chính
- Có kinh nghiệm tại vị trí kế toán trưởng từ 3-5 năm
- Ưu tiên ứng viên có kinh nghiệm trong lĩnh vực sản xuất, xây dựng là một lợi thế.
- Thành thạo công việc chuyên môn và kỹ năng phần mềm.
- Nắm vững quy định pháp luật liên quan đến nghiệp vụ: Luật doanh nghiệp, Thuế, kế toán, tài chính.
- Cẩn thận, trung thực, nắm bắt công việc nhanh và trách nhiệm cao trong công việc",2025-05-16,Kế Toán/Kiểm Toán,Chuỗi cung ứng,3,Không giới hạn,Không hiển thị,,Nhân viên,"Kế Toán, Kiểm Toán, Tài Chính, Hệ Thống Thuế, Quản Lý Tài Chính",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Chuỗi cung ứng, Kế Toán, Kiểm Toán, Tài Chính, Hệ Thống Thuế, Quản Lý Tài Chính, Công Ty Cổ Phần Đá Tự Nhiên Vns, Hà Nội",Kế Toán Tổng Hợp,0,100
General Affairs Contractor,Cathay United Bank,Thương lượng,"Hồ Chí Minh, Việt Nam, Taipei, Taiwan","• Basic computer skills.
• Fluent in spoken Chinese, basic English communication skills.
• Friendly, polite in communication.
• Beautiful appearance, proactive, honest, responsible, and willing to learn.",2025-05-16,Hành Chính Văn Phòng,Ngân hàng,0,Không giới hạn,Không hiển thị,09:00 - 18:00,Mới Tốt Nghiệp,"Admin, Chinese, communication, General Affairs, Guest Welcoming",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Ngân hàng, Admin, Chinese, communication, General Affairs, Guest Welcoming, Cathay United Bank, Hồ Chí Minh",Hành Chính,0,100
"Nhân Viên Kế Toán (Làm Việc Tại Quận 4, Hồ Chí Minh)",CÔNG TY TNHH JVA Thành Phố Hồ Chí Minh,Thương lượng,"TP. Hồ Chí Minh, 1349 Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP Hồ Chí Minh, Việt Nam","YÊU CẦU:
Độ tuổi: 24-35 tuổi
• Tốt nghiệp Đại học ngành Kế toán/ Kiểm toán/ Tài chính;
• Có ít nhất 1 năm kinh nghiệm làm việc ở các vị trí tương đương hoặc liên quan;
• Có kinh nghiệm và kiến thức về Tài chính, Kế toán thuế, chi phí;
• Hiểu biết tốt về Chế độ Kế toán Việt Nam và Luật pháp Việt Nam;
• Khả năng làm việc theo nhóm, linh hoạt và khả năng làm việc trong các môi trường khác nhau;
• Có thể xử lý nhiều công việc.",2025-05-16,Kế Toán/Kiểm Toán,Bán lẻ/Bán sỉ,1,Cử nhân,Không hiển thị,08:30 - 17:30,Nhân viên,"Kế Toán, Kiểm Toán, Kế Toán Thuế, Luật Kế Toán, Kế Toán Thu Chi",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Bán lẻ/Bán sỉ, Kế Toán, Kiểm Toán, Kế Toán Thuế, Luật Kế Toán, Kế Toán Thu Chi, CÔNG TY TNHH JVA Thành Phố Hồ Chí Minh, Hồ Chí Minh",Kế Toán Tài Chính,24,35
Quản Lý Kinh Doanh Ngành F&B,CÔNG TY TNHH MỘT THÀNH VIÊN PHÂN PHỐI THƯƠNG MẠI ĐÔNG DƯƠNG,30tr-35tr ₫/tháng,"Khu liên cơ Nguyễn Cơ Thạch, Hà Nội","YÊU CẦU ỨNG VIÊN
• Giao tiếp tiếng Anh tốt, tốt nghiệp đại học chuyên ngành Quản trị Kinh doanh, Kinh tế, Marketing hoặc lĩnh vực liên quan.",2025-05-16,Dịch Vụ Ăn Uống,Bán lẻ/Bán sỉ,3,Cử nhân,Không hiển thị,,Trưởng phòng,"Quản Trị Kinh Doanh, Food and Beverage, Kinh Doanh Ẩm Thực, Quản Lý Kinh Doanh, Quản Lý Nhà Hàng",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Dịch Vụ Ăn Uống, Quản Lý F&B, Bán lẻ/Bán sỉ, Quản Trị Kinh Doanh, Food and Beverage, Kinh Doanh Ẩm Thực, Quản Lý Kinh Doanh, Quản Lý Nhà Hàng, CÔNG TY TNHH MỘT THÀNH VIÊN PHÂN PHỐI THƯƠNG MẠI ĐÔNG DƯƠNG, Hà Nội",Quản Lý F&B,0,100
Chuyên Viên Mua Hàng [Urgent],CÔNG TY CỔ PHẦN MAT GROUP,Thương lượng,"Tòa Thành Công Building, 80 Dịch Vọng Hậu, 80 Phố Dịch Vọng Hậu, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Việt Nam",,2025-05-16,"Tiếp Thị, Quảng Cáo/Truyền Thông",Truyền thông/Báo chí/Quảng cáo,3,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Mua Hàng, Quản Lý Dự Án, KOLs Management, Trợ lý dự án, Thương Mại Dịch Vụ",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Quản Lý Tài Khoản Khách Hàng, Truyền thông/Báo chí/Quảng cáo, Mua Hàng, Quản Lý Dự Án, KOLs Management, Trợ lý dự án, Thương Mại Dịch Vụ, CÔNG TY CỔ PHẦN MAT GROUP, Hà Nội",Quản Lý Tài Khoản Khách Hàng,0,100
Nhân Viên Kế Toán (Ngành Logistics),"Whale Logistics (Hanoi) Co., Ltd",Thương lượng,"Tầng 10, TTC Tower, Số 19, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam, Floor 10, 19 Duy Tan, Dich Vong Hau, Cau Giay, Hanoi","• Degree Holder in College/ University
• 1-2 years of experience in accounting
• Experience in logistics company or related fields is a priority
• Honesty, responsibility, hard-working

Benefits:
• Workday: Monday to Friday
• Basic salary based on ability, 13th-month salary, annual salary increases...
• Extra benefits: health check, paid leave, travel allowance, party...
• Labor insurance & other benefits as per Labor Law & company regulation
• Opportunity to promote and be trained in a young & dynamic working environment",2025-05-16,Kế Toán/Kiểm Toán,Hậu cần/Giao nhận,1,Cao đẳng,Không hiển thị,,Nhân viên,"Logistics, Payable Transaction, VAT, Daily Reporting, MISA",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Hậu cần/Giao nhận, Logistics, Payable Transaction, VAT, Daily Reporting, MISA, Whale Logistics (Hanoi) Co., Ltd, Hà Nội",Kế Toán Tổng Hợp,0,100
Sales Administration Officer,Goldenduck International (Vietnam) Co. Ltd.,Thương lượng,"Hồ Chí Minh, Việt Nam, 307/4 Nguyen Van Troi Street, 01 Ward, Tan Binh District, Ho Chi Minh City","Education Background:
Bachelor’s degree in Business Administration or a related field.
Professional Experience:
1–2 years of experience in the Sales or Sales Admin field.
Certificate / License:
Not required.
Key Competencies:
Knowledge:
• Knowledge of products & services
• Knowledge of customers
• Filing system
• Delivery system
Skills:
• Good English skills
• Good computer skills (MS Office)
• Good verbal and written communication skills
• Organizational and multitasking skills
Abilities / Personalities:
• Driven and self-motivated
• Negotiation skills
• Good interpersonal relationships
• Service-minded",2025-05-16,Hành Chính Văn Phòng,Bán lẻ/Bán sỉ,1,Cử nhân,Không hiển thị,09:00 - 18:00,Mới Tốt Nghiệp,"Sales Administration, Manage ERP Software, Business Administration, Customer Service, Sales",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Hành Chính Văn Phòng, Trợ Lý Kinh Doanh, Bán lẻ/Bán sỉ, Sales Administration, Manage ERP Software, Business Administration, Customer Service, Sales, Goldenduck International (Vietnam) Co. Ltd., Hồ Chí Minh",Trợ Lý Kinh Doanh,0,100
Marketing Officer,Hệ thống Giáo Dục Edufit,$ 400-500 /tháng,"Dewey Tây Hồ Tây, KĐT Starlake, Xuân Tảo, Bắc Từ Liêm, Tây Hồ Tây Starlake, Khu đô thị Tây Hồ Tây, Xuân Tảo, Tây Hồ, Hà Nội, Việt Nam",,2025-05-16,"Tiếp Thị, Quảng Cáo/Truyền Thông",Giáo dục/Đào Tạo,1,Không giới hạn,1,07:30 - 16:30,Mới Tốt Nghiệp,"Chụp Ảnh, Content, Thiết Kế Đồ Họa, Tiếng Anh",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Giáo dục/Đào Tạo, Chụp Ảnh, Content, Thiết Kế Đồ Họa, Tiếng Anh, Hệ thống Giáo Dục Edufit, Hà Nội",Tiếp Thị,15,60
Chuyên Viên Nhóm Hàng (Biết Tiếng Anh hoặc Tiếng Trung),Công Ty Cổ Phần Tập Đoàn Sunhouse,Thương lượng,"Sunhouse Văn phòng – 35 Mạc Thái Tổ, Richchy Tower, Yên Hòa, Cầu Giấy, HN, T12, tòa nhà RICHY TOWER, số 35 Mạc Thái Tổ, Yên Hòa, Cầu Giấy, Hà Nội","1. Trình độ học vấn: Đại học trở lên
2. Chuyên môn: Tài chính, Quản trị kinh doanh, Marketing, phân tích, thống kê….
3. Kinh nghiệm: 01 năm kinh nghiệm tại vị trí tương đương
4. Kiến thức:
- Hiểu biết về Ngành hàng ĐGD & TBNB
- Hiểu biết về kênh phân phối
- Nắm được các khái niệm tài chính, kinh doanh cơ bản
- Có kiến thức trong việc thu thập thông tin thị trường, đối thủ cạnh tranh, thị hiếu khách hàng;

5. Kỹ năng/khả năng:
- Ngoại ngữ: Tiếng Anh hoặc Tiếng Trung (giao tiếp, đọc hiểu tài liệu)
- Thành thạo tin học văn phòng thông dụng (Word, Excel, Power point, internet, Outlook)
- Khả năng sắp xếp, phân tích công việc, giải quyết vấn đề tốt
- Khả năng tổng hợp và phân tích dữ liệu
- Giao tiếp tốt
- Khả năng làm việc dưới áp lực cao
- Khả năng đi công tác
- Khả năng soạn thảo văn bản tốt
6. Phẩm chất cá nhân:
- Nhanh nhẹn, linh hoạt
- Thẳng thắn, trung thực, chăm chỉ
- Tinh thần trách nhiệm cao, tâm huyết với công việc
7. Yêu cầu khác:
Sức khoẻ: Tốt
Ngoại hình: ưa nhìn;
Tuổi từ 24 - 30.",2025-05-16,"Tiếp Thị, Quảng Cáo/Truyền Thông",Hàng tiêu dùng,1,Cử nhân,Không hiển thị,,Nhân viên,"Tài Chính, Phân Tích Thị Trường, Tiếng Anh, Tiếng Trung, Phát Triển Sản Phẩm",Tiếng Việt,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Nghiên Cứu & Phân Tích Thị Trường, Hàng tiêu dùng, Tài Chính, Phân Tích Thị Trường, Tiếng Anh, Tiếng Trung, Phát Triển Sản Phẩm, Công Ty Cổ Phần Tập Đoàn Sunhouse, Hà Nội",Nghiên Cứu & Phân Tích Thị Trường,0,100
Kiến Trúc Sư (Không Yêu Cầu Kinh Nghiệm - Lương Upto 15Tr/tháng),Công ty TNHH Tư vấn thiết kế kiến trúc và cảnh quan B&B,8tr-15tr ₫/tháng,"Tầng 2, tòa nhà văn phòng Thiên Bảo, 47 Lê Văn Hưu, Hai Bà Trưng, Hà Nội","• Tốt nghiệp chuyên ngành kiến trúc / kiến trúc cảnh quan.
• Không cần có kinh nghiệm.
• Thành thạo một trong các phần mềm chuyên môn: AutoCAD, SketchUp, 3Ds Max, Photoshop, Lumion, D5, Vray… đặc biệt biết Revit là một lợi thế.",2025-05-16,Kiến Trúc/Xây Dựng,Kiến trúc/Thiết kế nội thất,0,Cao đẳng,Không hiển thị,09:00 - 18:00,Mới Tốt Nghiệp,"AutoCAD, Sketchup, Thiết Kế Công Trình, Concept Drawing, Kiến Trúc Cảnh Quan",Tiếng Việt,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc, Kiến trúc/Thiết kế nội thất, AutoCAD, Sketchup, Thiết Kế Công Trình, Concept Drawing, Kiến Trúc Cảnh Quan, Công ty TNHH Tư vấn thiết kế kiến trúc và cảnh quan B&B, Hà Nội",Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc,0,100
Hành Chính Tổng Vụ Tiếng Nhật (N3),CÔNG TY TNHH PROPEL,12tr-15tr ₫/tháng,"Tầng 6, Tòa Nhà Devspace 86-88 Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, TP Hồ Chí Minh, Việt Nam, Tầng 6, Tòa Nhà Devspace 86-88 Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, TP Hồ Chí Minh, Việt Nam",Yêu cầu công việc:,2025-05-16,Nhân Sự/Tuyển Dụng,Hệ thống CNTT & Thiết bị,1,Không giới hạn,Không hiển thị,08:00 - 17:00,Nhân viên,"Tiếng Nhật, Hành Chính Tổng Hợp, Hành Chính Nhân Sự, Phiên Dịch, Tuyển Dụng",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Hệ thống CNTT & Thiết bị, Tiếng Nhật, Hành Chính Tổng Hợp, Hành Chính Nhân Sự, Phiên Dịch, Tuyển Dụng, CÔNG TY TNHH PROPEL, Hồ Chí Minh",Nhân Sự Tổng Hợp,0,100
Sales Logistics | Nhân Viên Kinh Doanh Xuất Nhập Khẩu,CÔNG TY TNHH WINGS OCEAN,Thương lượng,"25 Đường Nguyễn Văn Nguyễn, Tân Định, Quận 1, Hồ Chí Minh, Việt Nam, 5/19 Đường 64, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","• Nam/Nữ, tốt nghiệp CĐ/ĐH các ngành Kinh tế, Ngoại thương, Hàng hải, Logistics, Quản trị kinh doanh,...
• Ưu tiên ứng viên có kinh nghiệm ≥ 1 năm trong lĩnh vực logistics/vận tải quốc tế.
• Kỹ năng giao tiếp, đàm phán và thuyết phục tốt.
• Có khả năng làm việc độc lập, chủ động, chịu áp lực cao.
• Tiếng Anh giao tiếp khá trở lên, biết thêm ngoại ngữ khác là lợi thế.
• Thành thạo tin học văn phòng (Word, Excel, PowerPoint).",2025-05-16,Kinh Doanh,Vận tải,1,,,,Nhân viên,"Sales Executive, Sales Export, Kinh Doanh Xuất Nhập Khẩu, Xuất Nhập Khẩu Hàng Hải, Chăm Sóc Khách Hàng",Tiếng Việt,Không hiển thị,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Vận tải, Sales Executive, Sales Export, Kinh Doanh Xuất Nhập Khẩu, Xuất Nhập Khẩu Hàng Hải, Chăm Sóc Khách Hàng, CÔNG TY TNHH WINGS OCEAN, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100
