Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Chuyên Viên Kế Hoạch & Phát Triển Mạng Lưới,Công Ty TNHH Bảo Hiểm Tasco,Thương lượng,"Tòa nhà Tasco, Phạm Hùng, Nam Từ Liêm, Hà Nội, Tòa nhà Tasco, Phạm Hùng, Nam Từ Liêm, Hà Nội","- Trình độ học vấn:
+ Tốt nghiệp đại học trở lên các ngành: Tài chính, Kế toán, Kinh tế, Quản trị kinh doanh, Bảo hiểm hoặc các ngành liên quan.
- Kinh nghiệm làm việc:
+ Tối thiểu 3 năm kinh nghiệm trong lĩnh vực bảo hiểm phi nhân thọ, ưu tiên từng làm tại các ban kế hoạch/tổng hợp hoặc bộ phận kiểm soát nội bộ.
+ Hiểu biết sâu về quy trình triển khai sản phẩm bảo hiểm, đặc biệt là trong môi trường phân cấp theo vùng/chi nhánh.
- Kiến thức và kỹ năng chuyên môn:
+ Thành thạo tin học văn phòng, đặc biệt là Excel (các hàm phân tích, pivot, dashboard), PowerPoint.
+ Ưu tiên ứng viên sử dụng được các phần mềm ERP, BI (Business Intelligence), hoặc có khả năng làm việc với cơ sở dữ liệu.
+ Am hiểu hoạt động của doanh nghiệp bảo hiểm phi nhân thọ.
- Phẩm chất cá nhân:
+ Trung thực, cẩn trọng, có trách nhiệm cao trong công việc.
+ Tư duy logic, nhanh nhạy với số liệu và biến động thị trường
+ Chịu được áp lực công việc
- Lợi thế cạnh tranh:
+ Có chứng chỉ nghiệp vụ bảo hiểm hoặc tài chính là một lợi thế.
+ Ưu tiên đã từng làm việc trong môi trường tập đoàn hoặc công ty bảo hiểm có nhiều chi nhánh.",2025-05-15,Bảo Hiểm,Bảo hiểm,3.0,Cử nhân,1,9:00 - 18:00,Nhân viên,"Kinh Tế, Lập Kế Hoạch Hiệu Quả, Phân tích dữ liệu, Phát Triển Doanh Nghiệp, Quản Trị Kinh Doanh",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Bảo Hiểm, Tư Vấn Rủi Ro, Bảo hiểm, Kinh Tế, Lập Kế Hoạch Hiệu Quả, Phân tích dữ liệu, Phát Triển Doanh Nghiệp, Quản Trị Kinh Doanh, Công Ty TNHH Bảo Hiểm Tasco, Hà Nội",Tư Vấn Rủi Ro,0,100
"Sales Executive (Fresher Accepted, Korean)","Geniee Vietnam Co., Ltd.",Thương lượng,"Tầng 4, Tòa nhà Ngọc Khánh, Số 1 Phạm Huy Thông, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội., Tầng 4, Tòa nhà Ngọc Khánh Plaza, Số 1 Phạm Huy Thông, Ba Đình, Hà Nội","Must- haves:
- Bachelor’s Degree
- Fluent Korean language is a must
- Native Vietnamese/Permanent residents ONLY
- English: reading, writing and basic English communication
Nice-to-haves:
- Experience in online ad-ops and/or campaign management within a digital media agency, ad network or online publisher is a plus
- Numerate and analytical: Understand online performance metrics and advertising investment decisions is a plus",2025-05-15,Kinh Doanh,Truyền thông/Báo chí/Quảng cáo,1.0,Cử nhân,Không hiển thị,,Nhân viên,"English, Sales, Korean, Customer Service, Tiếng Hàn Topik 5-6",Tiếng Hàn Quốc,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Truyền thông/Báo chí/Quảng cáo, English, Sales, Korean, Customer Service, Tiếng Hàn Topik 5-6, Geniee Vietnam Co., Ltd., Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Customer Service Manager (Footwear),Công Ty TNHH Ortholite Việt Nam,Thương lượng,"số 23, vsipII-A, Vĩnh Tân, Tân Uyên, Bình Dương, Đường số 23, VSIP II-A, xã Vĩnh Tân, Tân Uyên, Bình Dương",,2025-05-15,Dịch Vụ Khách Hàng,Dệt may/May mặc/Giày dép,3.0,,,,Trưởng phòng,"Customer Service, Strategic Thinking, Team leadership, Customer Service Management, Footwear Manufacturing",Tiếng Anh,Không hiển thị,,,,"Dịch Vụ Khách Hàng, Dịch Vụ Khách Hàng, Dệt may/May mặc/Giày dép, Customer Service, Strategic Thinking, Team leadership, Customer Service Management, Footwear Manufacturing, Công Ty TNHH Ortholite Việt Nam, Bình Dương",Dịch Vụ Khách Hàng,0,100
Nhân Viên Kinh Doanh Toàn Quốc - Thu Nhập Không Giới Hạn - Có Lương Cứng - Hỗ Trợ Chi Phí MKT Lên Tới 100% (Chấp Nhận Sinh Viên Chờ Bằng),Công Ty Cổ Phần Dịch Vụ Và Địa Ốc Đất Xanh Miền Bắc,"$ 1,000-10,000 /tháng","Toà Center Building, số 85 Vũ Trọng Phụng, Hà Nội, 65 Phan Huy Chú, P. An Hải Tây, Q. Sơn Trà, TP. Đà Nẵng, Tầng 3, Tòa nhà Amber Riverside, 622 Minh Khai, Hà Nội, Tầng 18, Tòa Center building, Hapulico Complex, Số 1 Nguyễn Huy Tưởng, Thanh Xuân, Hà Nội",,2025-05-15,Kinh Doanh,Bất Động Sản/Cho thuê,0.0,Không giới hạn,Không hiển thị,,Nhân viên,"Kinh Doanh, Bất Động Sản, Kinh Doanh Bất Động Sản, Tư Vấn Khách Hàng, Chăm Sóc Khách Hàng",Bất kỳ,Không hiển thị,Bất kỳ,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bất Động Sản/Cho thuê, Kinh Doanh, Bất Động Sản, Kinh Doanh Bất Động Sản, Tư Vấn Khách Hàng, Chăm Sóc Khách Hàng, Công Ty Cổ Phần Dịch Vụ Và Địa Ốc Đất Xanh Miền Bắc, Hà Nội, Đà Nẵng",Bán Hàng/Phát Triển Kinh Doanh,21,45
Giám Đốc Dự Án Xây Dựng,Công Ty Cổ Phần Xây Dựng Alphaco Hà Nội,35tr-38tr ₫/tháng,"Công ty cổ phần xây dựng Alphaco, tầng 4, tòa nhà HTK, số 98 Nguyễn Văn Cừ, Long Biên, Hà Nội., Tầng 4, số 992-98, đường Nguyễn Văn Cừ, Q. Long Biên, Hà Nội",,2025-05-15,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,4.0,Cử nhân,Không hiển thị,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Quản Lý Dự Án, Lập Kế Hoạch Thi Công Dự Án, Nghiệm Thu Thanh Toán, Quản Lý Xây Dựng, Đánh Giá Thiết Kế",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Kỹ thuật xây dựng/Cơ sở hạ tầng, Quản Lý Dự Án, Lập Kế Hoạch Thi Công Dự Án, Nghiệm Thu Thanh Toán, Quản Lý Xây Dựng, Đánh Giá Thiết Kế, Công Ty Cổ Phần Xây Dựng Alphaco Hà Nội, Hà Nội",Phát Triển Dự Án/Đấu Thầu,0,100
"Expert, Digital & Media",Công Ty Cổ Phần Tập Đoàn Masterise,"$ 1,000-2,000 /tháng","An Phú Ward, District 2, Ho Chi Minh City., Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh",• Strong understanding of how all current digital marketing channels function.,2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Phần Mềm CNTT/Dịch vụ Phần mềm,1.0,,,,Trưởng phòng,"Collaboration, Digital Marketing, Digital Marketing Tools, Google Analytics, Seo/Sem",Bất kỳ,Không giới hạn,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Trực Tuyến, Phần Mềm CNTT/Dịch vụ Phần mềm, Collaboration, Digital Marketing, Digital Marketing Tools, Google Analytics, Seo/Sem, Công Ty Cổ Phần Tập Đoàn Masterise, Hồ Chí Minh",Tiếp Thị Trực Tuyến,0,100
Nhân Viên Bảo Trì Thang Máy Tại Thái Nguyên,CÔNG TY TNHH Thang Máy Travis VINA,$ 400-500 /tháng,"Thái Nguyên, Thai Nguyen, Vietnam, OFFICETEL ECOLIFE CAPITOL, TỐ HỮU, MỄ TRÌ, NAM TỪ LIÊM, HÀ NỘI","- Ứng viên là nam giới
- Ưu tiên có kinh nghiệm bảo trì, sửa chữa thang máy
- Ưu tiên có kinh nghiệm làm việc trong môi trường khắc nghiệt, nghiêm ngặt về an toàn.
- Tốt nghiệp cấp, cao đẳng điện/ tự động hóa
- Nhanh nhẹn, ham học hỏi.

Quyền lợi :
- Lương từ 11-12tr
- Tháng lương thứ 13
- Bảo hiểm đầy đủ theo chế độ nhà nước.
- Hỗ trợ nhà trọ, phụ cấp tiền ăn.",2025-05-15,Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,Không giới hạn,Không hiển thị,,Nhân viên,"Bảo Trì, Bảo Dưỡng, Sửa Chữa Thang Máy, An Toàn Lao Động, Tự Động Hóa",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Bảo Trì, Bảo Dưỡng, Sửa Chữa Thang Máy, An Toàn Lao Động, Tự Động Hóa, CÔNG TY TNHH Thang Máy Travis VINA, Thái Nguyên",Bảo trì/Bảo Dưỡng,0,100
Specialist - Finance (Supply Chain),Sabeco - Tổng Công Ty Cổ Phần Bia - Rượu - Nước Giải Khát Sài Gòn,Thương lượng,"Tầng 5 Vincom Đồng Khởi, 45A Lý Tự Trọng/ 72 Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Lầu 5 VincomB, 45 A Lý Tự Trọng, Bến Nghé, Quận 1, Hồ Chí Minh","• Bachelor's Degree with major in Finance, Accounting, Auditing.
• Over 3-4 years of relevant experience, especially as supply chain business partner, preferably in large scale FMCG/ Manufacturing Company with multiple legal business entities.
• Business planning and analysis skills.
• Finance reporting and consultancy skills.
• Dynamic, solution-oriented problem solver.
• Good speaking and writing English skills.
• Excellent interpersonal skills in Vietnamese with all levels of stakeholders.
• Can work independently and as a team-player and under high pressures.
• High sense of responsibility and proactive working attitude.",2025-05-15,Ngân Hàng & Dịch Vụ Tài Chính,Tài Chính,4.0,Cử nhân,Không hiển thị,,Nhân viên,"Financial Analysis, Report Analysis, Financial Planning, Excel, English",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Phân Tích & Báo Cáo Tài Chính, Tài Chính, Financial Analysis, Report Analysis, Financial Planning, Excel, English, Sabeco - Tổng Công Ty Cổ Phần Bia - Rượu - Nước Giải Khát Sài Gòn, Hồ Chí Minh",Phân Tích & Báo Cáo Tài Chính,0,100
Accounting Supervisor,Source Of ASIA,Thương lượng,"The Galleria Metro 6 Office Tower, 59 Vo Nguyen Giap, Thao Dien Ward, Thu Duc City, Ho Chi Minh City, 59 Xa Lo Ha Noi, Thao Dien Ward, Thu Duc City (District 2), Ho Chi Minh City, Vietnam",,2025-05-15,Kế Toán/Kiểm Toán,Kế toán/Kiểm toán,5.0,,,,Trưởng phòng,"Account Receivable, Accounting, Accounts Payable, General Accounting, Tax Accounting",Bất kỳ,Không giới hạn,,,,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Kế toán/Kiểm toán, Account Receivable, Accounting, Accounts Payable, General Accounting, Tax Accounting, Source Of ASIA, Hồ Chí Minh",Kế Toán Tài Chính,0,100
[Online và Offline Ở Đông Anh] Giáo Viên Dạy Tiếng Anh Ielts,CÔNG TY TNHH TƯ VẤN GIÁO DỤC SMART START,Thương lượng,"Ngõ 176 đường Cao Lỗ, Xóm Trong Uy Nỗ, Đông Anh, Hà Nội, Số 136 ngách 8 ngõ 95 Phố Chùa Bộc, Phường Trung Liệt, Quận Đống đa, Hà Nội","2. Yêu cầu:
• Có chứng chỉ IELTS 7.0+
• Ưu tiên ứng viên có kinh nghiệm giảng dạy
3. Quyền Lợi:
• Thu nhập hấp dẫn theo năng lực, thưởng theo hiệu suất giảng dạy ( trung bình 500k/ buổi)
• Môi trường làm việc chuyên nghiệp, năng động, có cơ hội phát triển và nâng cao kỹ năng giảng dạy.
• Được đào tạo chuyên môn, cập nhật tài liệu giảng dạy mới nhất.
• Lịch dạy linh hoạt, có thể chọn dạy online hoặc offline theo nhu cầu (ưu tiên các bạn dạy offline nhận lớp dạy luôn)",2025-05-15,Giáo Dục,Giáo dục/Đào Tạo,0.0,,,,Mới Tốt Nghiệp,"Ielts 7.0+ Certification, Teaching Experience, Lesson Planning, Content Adjustment, Online Teaching",Tiếng Anh,Không hiển thị,,,,"Giáo Dục, Giảng Dạy/Đào Tạo, Giáo dục/Đào Tạo, Ielts 7.0+ Certification, Teaching Experience, Lesson Planning, Content Adjustment, Online Teaching, CÔNG TY TNHH TƯ VẤN GIÁO DỤC SMART START, Hà Nội",Giảng Dạy/Đào Tạo,0,100
Chuyên Viên Pháp Lý,CÔNG TY CỔ PHẦN TRUYỀN THÔNG ỐNG NGẮM,Thương lượng,"16A Đường Lê Hồng Phong, Phường 12 (Quận 10), Quận 10, Hồ Chí Minh, Việt Nam, 16A Đường Lê Hồng Phong, Phường 12 (Quận 10), Quận 10, Hồ Chí Minh, Việt Nam",,2025-05-15,Pháp Lý,Truyền thông/Báo chí/Quảng cáo,5.0,Cử nhân,Không hiển thị,08:30 - 18:30,Nhân viên,"Luật Thương Mại, Luật Kinh Tế, Quảng cáo, Truyền Thông",Bất kỳ,Không hiển thị,Nữ,Thứ 2 đến Thứ 6,Toàn thời gian,"Pháp Lý, Tư Vấn Pháp Lý, Truyền thông/Báo chí/Quảng cáo, Luật Thương Mại, Luật Kinh Tế, Quảng cáo, Truyền Thông, CÔNG TY CỔ PHẦN TRUYỀN THÔNG ỐNG NGẮM, Hồ Chí Minh",Tư Vấn Pháp Lý,28,45
Nhân viên khuôn đúc nhựa,Navigos Search's Client,700-850 ₫/tháng,"Hai Phong, Vietnam, Hanoi","- Tốt nghiệp đại học trở lên chuyên ngành cơ khí.
- Có ít nhất 2 năm kinh nghiệm trong nhà máy sản xuất linh kiện nhựa.
- Có kinh nghiệm về thiết kế khuôn, sửa chữa, bảo dưỡng khuôn nhựa.
- Có khả năng đo lường.
- Ưu tiên có tiếng Nhật
Kỹ năng khác:
- Có khả năng phân tích, giao tiếp tốt.
- Có khả năng làm việc độc lập với nhà cung cấp.
- Có thể sử dụng các phần mềm: CAD, Solidworks, Excel...",2025-05-15,Kỹ Thuật,Sản xuất,2.0,Cao đẳng,Không hiển thị,09:00 - 18:00,Nhân viên,"Tiếng Nhật, Kỹ Thuật Khuôn Đúc Nhựa, Bảo Trì, Bảo Dưỡng Khuôn Mẫu",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Sản xuất, Tiếng Nhật, Kỹ Thuật Khuôn Đúc Nhựa, Bảo Trì, Bảo Dưỡng Khuôn Mẫu, Navigos Search's Client, Hải Phòng",Bảo trì/Bảo Dưỡng,0,100
Nhân Viên khuôn đúc kim loại,Navigos Search's Client,700-850 ₫/tháng,"Hai Phong, Vietnam, Hanoi","Yêu cầu:
 - Tốt nghiệp đại học trở lên chuyên ngành cơ khí.
- Có ít nhất 2 năm kinh nghiệm trong nhà máy chế tạo linh kiện đột dập
- Có kinh nghiệm về thiết kế khuôn, sửa chữa, bảo dưỡng khuôn kim loại.
- Có khả năng đo lường.
- Ưu tiên biết tiếng Nhật
Kỹ năng khác:
- Có khả năng phân tích, giao tiếp tốt.",2025-05-15,Kỹ Thuật,Sản xuất,2.0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Tiếng Nhật, Máy Dập Kim Loại, Bảo Trì, Bảo Dưỡng Khuôn Mẫu",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Sản xuất, Tiếng Nhật, Máy Dập Kim Loại, Bảo Trì, Bảo Dưỡng Khuôn Mẫu, Navigos Search's Client, Hải Phòng",Bảo trì/Bảo Dưỡng,0,100
Kế Toán Tổng Hợp,Công Ty TNHH Vật Tư Thiết Bị Y Tế Thành Trung,14tr-18tr ₫/tháng,"35 đường A4, Phường 12, Quận Tân Bình, TP. Hồ Chí Minh, 35 đường A4, Phường 12, Quận Tân Bình, TP. Hồ Chí Minh",,2025-05-15,Kế Toán/Kiểm Toán,Thiết bị y tế,2.0,,,,Nhân viên,"Kế Toán Thuế, Xử Lý Công Nợ, Phân Tích Báo Cáo, Hạch Toán, Tính khấu hao TSCĐ",Bất kỳ,Không hiển thị,,,,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Thiết bị y tế, Kế Toán Thuế, Xử Lý Công Nợ, Phân Tích Báo Cáo, Hạch Toán, Tính khấu hao TSCĐ, Công Ty TNHH Vật Tư Thiết Bị Y Tế Thành Trung, Hồ Chí Minh",Kế Toán Tổng Hợp,0,100
IT Intern,"Shiseido Cosmetics Vietnam CO., LTD",Thương lượng,"Vietcombank Tower, Công trường Mê Linh, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 27th Floor, Vietcombank Tower, 05 Me Linh Square, Ben Nghe Ward, District 1, HCMC","• Final-year students/ Fresh graduates with less than 2 years of experience
• Can commit for full-time working in 6 months
• Be active, accountable, creative & collaborative",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,0.0,,,,Thực tập sinh/Sinh viên,"Collaboration, Data Warehouse Systems, Information Extraction, Power BI, Template Building",Tiếng Anh,Người Việt Nam,,,,"Công Nghệ Thông Tin/Viễn Thông, Data Engineer/Data Analyst/AI, Phần Mềm CNTT/Dịch vụ Phần mềm, Collaboration, Data Warehouse Systems, Information Extraction, Power BI, Template Building, Shiseido Cosmetics Vietnam CO., LTD, Hồ Chí Minh",Data Engineer/Data Analyst/AI,0,100
Kỹ Sư Phát Triển Dự Án (Yêu Cầu Tiếng Anh),Wha Group,Thương lượng,"Hà Nội, Vietnam, Hanoi, Thanh Hoa, Nghe An, Ho Chi Minh",,2025-05-15,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,5.0,Cử nhân,1,,Nhân viên,"Phát Triển Dự Án, Đầu Tư Phát Triển Dự Án, Bất Động Sản Công Nghiệp, Kỹ Sư Dự Án, Tiếng Anh",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Kỹ thuật xây dựng/Cơ sở hạ tầng, Phát Triển Dự Án, Đầu Tư Phát Triển Dự Án, Bất Động Sản Công Nghiệp, Kỹ Sư Dự Án, Tiếng Anh, Wha Group, Hà Nội",Phát Triển Dự Án/Đấu Thầu,25,40
SCM Intern,"Shiseido Cosmetics Vietnam CO., LTD",Thương lượng,"Vietcombank Tower, Công trường Mê Linh, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 27th Floor, Vietcombank Tower, 05 Me Linh Square, Ben Nghe Ward, District 1, HCMC","• Final-year students/ Fresh graduates with less than 2 years of experience
• Can commit for full-time working in 6 months
• Be active, accountable, creative & collaborative",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Bán lẻ/Bán sỉ,0.0,Cử nhân,1,08:30 - 17:30,Thực tập sinh/Sinh viên,"Collaboration, Forecasting, Sales Report Analysis, Outlier Correction, Forecast Accuracy Measurement",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Bán lẻ/Bán sỉ, Collaboration, Forecasting, Sales Report Analysis, Outlier Correction, Forecast Accuracy Measurement, Shiseido Cosmetics Vietnam CO., LTD, Hồ Chí Minh",Quản Lý Chuỗi Cung Ứng,15,60
Pre-Sales Solution Consultant,Công Ty Cổ Phần Vinbigdata – Công Nghệ Việt Vì Tương Lai Việt,Thương lượng,"Tầng 10, MB Sunny Tower, 259 Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Century Tower, T14, Khu đô thị Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội","Học vấn:
Tốt nghiệp Đại học trở lên, ưu tiên chuyên ngành Công nghệ Thông tin, … hoặc các lĩnh vực liên quan.

Kinh nghiệm:
- Có tối thiểu 5 năm kinh nghiệm trong lĩnh vực Công nghệ thông tin trong đó có 3 năm kinh nghiệm trong lĩnh vực tư vấn và triển khai giải pháp công nghệ hoặc Ứng viên từng đảm nhiệm vai trò như Phân tích nghiệp vụ (BA) hoặc Quản lý sản phẩm (PO) và mong muốn chuyển hướng sang mảng tư vấn giải pháp.
- Ưu tiên ứng viên từng làm việc trong lĩnh vực AI hoặc tại các công ty công nghệ có quy mô sản phẩm/dịch vụ tương đương.
Ứng viên có kiến thức chuyên sâu về lĩnh vực kinh doanh cụ thể là một lợi thế: BFSI (ngân hàng, bảo hiểm), bán lẻ, ô tô, sản xuất, chăm sóc sức khỏe, v.v

Năng lực:
- Năng lực trình bày và giao tiếp thuyết phục
- Năng lực Phân tích nghiệp vụ và tư vấn quy trình
- Triển khai và hướng dẫn sử dụng giải pháp
- Hiểu biết kỹ thuật đa lĩnh vực
- Quản trị dự án & điều phối thực thi

Yêu cầu khác:
- Kỹ năng máy tính: Thông thạo các phần mềm máy tính văn phòng, Internet và các công cụ AI.
- Ngoại ngữ: Ưu tiên ứng viên có thể sử dụng tiếng Anh trong trao đổi công việc",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,3.0,Cử nhân,Không hiển thị,,Nhân viên,"Giao Tiếp Và Thuyết Phục, Phân Tích Nghiệp Vụ, Triển khai, Quản Trị Dự Án",Bất kỳ,Người Việt Nam,Bất kỳ,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Chuyển Đổi Số, Phần Mềm CNTT/Dịch vụ Phần mềm, Giao Tiếp Và Thuyết Phục, Phân Tích Nghiệp Vụ, Triển khai, Quản Trị Dự Án, Công Ty Cổ Phần Vinbigdata – Công Nghệ Việt Vì Tương Lai Việt, Hồ Chí Minh",Chuyển Đổi Số,0,100
"Phó Phòng Kinh Doanh (Tour, Vé, Visa)",Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh,Thương lượng,"Greenhouse Buildings, Số 6A, ngõ 57 Láng, Hạ, P. Thành Công, Q. Ba Đình, HN, 6a Ngõ 57 Láng Hạ, Thành Công, Ba Đình, Hà Nội, Việt Nam",,2025-05-15,Nhà Hàng - Khách Sạn/Du Lịch,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2.0,,,,Trưởng phòng,"Quản Lý Kinh Doanh, Thị Trường Du Lịch, Tour Planning, Xử lý hồ sơ visa, Chăm Sóc Khách Hàng",Tiếng Việt,Không hiển thị,,,,"Nhà Hàng - Khách Sạn/Du Lịch, Công Ty Kinh Doanh Lữ Hành, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Quản Lý Kinh Doanh, Thị Trường Du Lịch, Tour Planning, Xử lý hồ sơ visa, Chăm Sóc Khách Hàng, Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh, Hà Nội",Công Ty Kinh Doanh Lữ Hành,0,100
Nhân Viên Kinh Doanh [Đi Làm Ngay],Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh,Thương lượng,"Greenhouse Buildings, Số 6A, ngõ 57, Láng Hạ, P.Thành Công, Q.Ba Đình, HN, 6a Ngõ 57 Láng Hạ, Thành Công, Ba Đình, Hà Nội, Việt Nam","• Tốt nghiệp Cao đẳng/ Đại học
• Có khả năng xây dựng mối quan hệ với các tổ chức, doanh nghiệp, đại lý để bán hàng B2B
• Có khả năng trình bày lưu loát, giọng nói nhẹ nhàng, tư duy tích cực
• Hướng ngoại, hoạt ngôn thích giao tiếp
• Ngoại hình ưa nhìn, yêu thích du lịch
• Kinh nghiệm 1-2 năm làm kinh doanh du lịch hoặc tư vấn dịch vụ, bán hàng online là 1 lợi thế
• Được sáng tạo, chủ động trong công việc; khuyến khích, tích cực đề xuất những hình thức thể hiện mới và lập kế hoạch triển khai.

***Quyền lợi:
- Mức lương cứng 8 - 9 triệu/tháng + % Hoa hồng + Phụ cấp ăn trưa (25.000 VNĐ/ngày công) + Phụ cấp điện thoại. Thu nhập cao theo năng lực làm việc.
- Được sáng tạo, chủ động trong công việc; khuyến khích, tích cực đề xuất những hình thức thể hiện mới và lập kế hoạch triển khai.
- Làm việc trong công ty có bề dày 20 năm phát triển, môi trường thân thiện, chuyên nghiệp, tương trợ nhau.
- Tham gia BHXH, BHYT, BHTN đầy đủ theo quy định của Nhà nước.
- Được hưởng các chế độ phúc lợi thưởng lễ, tết, tháng 13 và các chế độ khác theo quy định của Công ty.
- Nghỉ phép hưởng nguyên lương, du lịch 01 năm/lần.
- Thời gian làm việc: Từ Thứ Hai đến hết sáng thứ Bảy (Sáng từ 8h00’ đến 11h45’, Chiều từ 13h00’ đến 17h00’).",2025-05-15,Kinh Doanh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1.0,Cao đẳng,Không hiển thị,08:00 - 17:00,Nhân viên,"Kinh Doanh Du Lịch, Tư Vấn Dịch Vụ, Bán Hàng Online, Xây Dựng Mối Quan Hệ, B2B Sales",Tiếng Việt,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Kinh Doanh Du Lịch, Tư Vấn Dịch Vụ, Bán Hàng Online, Xây Dựng Mối Quan Hệ, B2B Sales, Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
